654322,0.023077,0.007692,0,0.015385,0,0.007692,0,0,0,0,0,0,0.007692,0.007692,0,0,0,0,0,0,0.007692,0,0,0.007692,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0.007692,0.007692,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0
692073,0.022901,0.007634,0,0,0,0.007634,0,0.007634,0,0,0,0,0.007634,0,0,0,0,0.007634,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015267,0,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0.007634,0.007634,0,0,0,0,0,0.007634,0,0,0,0,0.007634,0.007634,0,0,0.007634,0.007634,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007634,0.007634,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0.015267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0.007634,0.007634,0,0,0.007634,0,0,0,0,0,0,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0,0,0,0.007634,0,0,0,0,0.007634,0,0,0
677804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0.030769,0,0,0,0,0,0.015385,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0.007692,0.015385,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0.015385,0,0,0,0,0.015385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0.015385
677824,0,0.015267,0,0,0.007634,0,0,0,0,0,0,0,0,0,0,0.007634,0.015267,0.007634,0,0.007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015267,0,0.007634,0,0,0,0,0,0,0,0,0.015267,0,0,0,0.007634,0,0,0.007634,0.015267,0,0,0,0,0,0,0,0.015267,0,0,0.007634,0.007634,0,0,0.007634,0.007634,0.007634,0,0.015267,0,0,0,0,0.022901,0.007634,0,0.015267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0.015267,0.007634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0,0,0.007634,0,0,0,0,0,0,0,0.007634,0,0,0.007634,0,0,0,0,0,0.015267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007634,0,0.007634,0,0,0,0,0,0,0,0,0,0,0,0
677808,0,0.005376,0,0.005376,0.005376,0,0,0,0,0,0,0,0.005376,0,0,0,0,0.005376,0,0,0,0,0,0,0,0,0,0,0.005376,0,0,0.005376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376,0.005376,0,0.021505,0,0,0,0,0,0,0,0,0.005376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376,0,0,0,0,0,0,0.005376,0.005376,0,0,0,0,0,0,0,0,0,0,0.010753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376,0,0,0,0.005376,0,0,0,0,0,0,0.010753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129,0,0,0,0.005376,0,0,0.005376,0,0,0,0,0.032258,0,0,0,0,0,0,0,0,0,0,0.005376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010753,0.005376,0,0.016129,0,0,0,0,0,0,0,0,0.005376,0,0,0
677809,0,0.007812,0,0,0.007812,0,0,0.007812,0,0,0,0,0.007812,0,0,0,0,0.007812,0,0,0,0,0,0,0,0,0,0,0.007812,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812,0,0,0,0,0,0,0,0,0,0,0,0.007812,0,0,0,0,0.007812,0,0,0,0,0,0.007812,0,0,0,0,0,0,0,0.007812,0.007812,0,0,0.007812,0.007812,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812,0.007812,0,0.007812,0,0,0,0,0,0,0,0,0.007812,0.007812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007812,0.007812,0,0,0.007812,0,0,0.007812,0,0,0,0,0.007812,0,0,0.007812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677814,0.007874,0.015748,0,0,0.015748,0,0,0,0,0,0,0,0.007874,0,0,0,0.015748,0,0,0.007874,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0.007874,0.007874,0,0,0,0.007874,0.007874,0,0,0,0,0,0,0,0.007874,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0.007874,0,0.007874,0,0.007874,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0.007874,0,0,0,0,0,0,0,0,0.007874,0,0,0
594839,0.015385,0.007692,0,0.007692,0,0.015385,0,0.015385,0,0,0,0,0.007692,0,0,0,0.007692,0,0,0.007692,0.007692,0,0,0,0,0,0,0,0,0,0,0.030769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0.007692,0,0,0.007692,0,0,0,0,0.015385,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0.007692,0,0,0,0,0,0,0,0,0,0,0.023077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0.007692,0,0,0.007692,0,0,0,0,0,0,0,0,0,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007692,0.007692,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677817,0.015504,0.015504,0,0.007752,0,0.007752,0,0,0,0,0,0,0,0,0,0,0.007752,0,0,0,0,0.015504,0,0,0,0,0,0,0,0,0,0.007752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007752,0,0,0,0.007752,0,0,0,0,0,0,0,0.007752,0,0,0,0,0.007752,0,0.007752,0.015504,0,0,0.015504,0,0,0,0,0.007752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015504,0,0,0,0,0.007752,0,0.015504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007752,0.015504,0,0,0,0,0,0,0,0,0,0,0.007752,0,0,0
619562,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0.031496,0,0.007874,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0.007874,0,0,0,0,0.007874,0,0,0,0,0.007874,0,0,0.007874,0.007874,0,0,0,0,0,0,0.007874,0,0,0.007874,0,0,0,0,0,0,0,0.007874,0,0,0,0,0.007874,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0,0.007874,0.007874,0,0.007874,0.007874,0.007874,0,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
