654322,0.121212,0.060606,0,0.037879,0.030303,0.037879,0,0.068182,0,0,0,0,0.045455,0.015152,0,0.060606
692073,0.075188,0.067669,0,0.037594,0.052632,0.045113,0,0.082707,0,0,0,0,0.06015,0.037594,0,0.052632
677804,0.015152,0.083333,0,0.045455,0.060606,0.037879,0,0.083333,0,0,0,0,0.060606,0.045455,0,0.05303
677824,0.045113,0.06015,0,0.067669,0.067669,0.097744,0,0.075188,0,0,0,0,0.075188,0.022556,0,0.052632
677808,0.042553,0.053191,0,0.06383,0.021277,0.047872,0,0.053191,0,0,0,0,0.117021,0.005319,0,0.042553
677809,0.046154,0.061538,0,0.038462,0.038462,0.046154,0,0.053846,0,0,0,0,0.092308,0.007692,0,0.069231
677814,0.085271,0.03876,0,0.046512,0.069767,0.054264,0,0.054264,0,0,0,0,0.054264,0.015504,0,0.046512
594839,0.128788,0.075758,0,0.05303,0.060606,0.030303,0,0.060606,0,0,0,0,0.060606,0.015152,0,0.05303
677817,0.10687,0.076336,0,0.022901,0.045802,0.076336,0,0.038168,0,0,0,0,0.061069,0,0,0.061069
619562,0.015504,0.100775,0,0.054264,0.069767,0.069767,0,0.077519,0,0,0,0,0.062016,0.031008,0,0.03876
677827,0.067164,0.052239,0,0.044776,0.044776,0.052239,0,0.067164,0,0,0,0,0.052239,0.007463,0,0.044776
677842,0.030303,0.05303,0,0.022727,0.045455,0.090909,0,0.166667,0,0,0,0,0.037879,0.113636,0,0.106061
677832,0.072289,0.056225,0,0.056225,0.060241,0.028112,0,0.036145,0,0,0,0,0.068273,0.016064,0,0.032129
677836,0.153191,0.059574,0,0.042553,0.06383,0.06383,0,0.042553,0,0,0,0,0.055319,0.004255,0,0.038298
677838,0.093023,0.062016,0,0.023256,0.054264,0.093023,0,0.031008,0,0,0,0,0.03876,0.015504,0,0.054264
26779,0.10687,0.061069,0,0.038168,0.068702,0.038168,0,0.053435,0,0,0,0,0.076336,0.007634,0,0.030534
100124538,0.066667,0.059259,0,0.02963,0.014815,0.103704,0,0.096296,0,0,0,0,0.088889,0,0,0.059259
26775,0.083969,0.045802,0,0.038168,0.038168,0.038168,0,0.045802,0,0,0,0,0.053435,0.022901,0,0.053435
6080,0.063107,0.063107,0,0.063107,0.048544,0.092233,0,0.063107,0,0,0,0,0.082524,0.038835,0,0.101942
677823,0.037594,0.052632,0,0.037594,0.030075,0.105263,0,0.067669,0,0,0,0,0.075188,0.007519,0,0.097744
677847,0.101695,0.067797,0,0.067797,0.050847,0.039548,0,0.045198,0,0,0,0,0.073446,0,0,0.028249
677798,0.060606,0.090909,0,0.030303,0.05303,0.045455,0,0.090909,0,0,0,0,0.075758,0.022727,0,0.075758
652966,0.020408,0.081633,0,0.020408,0.054422,0.081633,0,0.095238,0,0,0,0,0.061224,0.013605,0,0.088435
594837,0.097222,0.041667,0,0.083333,0.111111,0.013889,0,0,0,0,0,0,0.041667,0.013889,0,0.055556
26771,0.126761,0.042254,0,0.056338,0.084507,0.014085,0,0.070423,0,0,0,0,0.056338,0.014085,0,0.014085
692234,0.091954,0.068966,0,0.057471,0.091954,0.034483,0,0.034483,0,0,0,0,0.068966,0.011494,0,0.057471
692235,0.091954,0.068966,0,0.057471,0.091954,0.034483,0,0.034483,0,0,0,0,0.068966,0.011494,0,0.057471
692200,0.013514,0.094595,0,0.094595,0.108108,0.027027,0,0.054054,0,0,0,0,0.094595,0,0,0.040541
692227,0.050633,0.050633,0,0.063291,0.101266,0.050633,0,0.101266,0,0,0,0,0.037975,0.050633,0,0.050633
692229,0.083333,0.059524,0,0.035714,0.095238,0.047619,0,0.059524,0,0,0,0,0.047619,0.011905,0,0.047619
100113382,0.054945,0.043956,0,0.076923,0.076923,0.087912,0,0.098901,0,0,0,0,0.065934,0.043956,0,0.054945
692058,0.036145,0.036145,0,0.048193,0.084337,0.024096,0,0.024096,0,0,0,0,0.048193,0,0,0.036145
692213,0.081081,0.040541,0,0.027027,0.081081,0,0,0.054054,0,0,0,0,0.094595,0.013514,0,0.054054
692214,0.086022,0.032258,0,0.043011,0.075269,0.021505,0,0.032258,0,0,0,0,0.064516,0,0,0.021505
692215,0.118421,0.065789,0,0.078947,0.105263,0.026316,0,0.013158,0,0,0,0,0.118421,0,0,0.039474
767561,0.144928,0.057971,0,0.028986,0.086957,0.014493,0,0.014493,0,0,0,0,0.028986,0,0,0.043478
767562,0.071429,0.114286,0,0.014286,0.085714,0.028571,0,0.028571,0,0,0,0,0.057143,0,0,0.014286
767563,0.085714,0.042857,0,0.042857,0.1,0.057143,0,0,0,0,0,0,0.042857,0,0,0.057143
767565,0.065789,0.052632,0,0.039474,0.105263,0.052632,0,0.013158,0,0,0,0,0.039474,0,0,0.026316
